Days,Queue,RevenuType,Program,Reason,CountryProcessed
6.86185185,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
6.92807870,<VL AOC E&E EA Core Processing>,Current Revenue,Enterprise,Order Transaction Request,United States
6.92998843,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
6.93971065,<VL AOC Broken Pending Notification>,Current Revenue,Enterprise,Order Transaction Request,United States
6.99671296,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Kuwait
7.00288194,<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Germany
7.01452546,<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States
7.01942130,<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States
7.16993056,<VL AOC E&E EA Core Processing>,Current Revenue,Enterprise,Order Transaction Request,Canada
7.33141204,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Switzerland
7.60987269,<VL AOC E&E EA Core Processing>,Current Revenue,Enterprise,Order Transaction Request,United States
7.64671296,<VL APOC CASA>,Current Revenue,Campus,Order Transaction Request,Singapore
7.70631944,<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States
7.78851852,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Belgium
7.86376157,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Israel
7.86700231,<VL AOC E&E Core Processing>,Current Revenue,Enterprise,Order Transaction Request,United States
7.91063657,<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States
8.00523148,<VL AOC E&E EA Core Processing>,Future Billing,Enterprise,Order Transaction Request,United States
8.05265046,<VL EOC E&E EA Core Processing>,Current Revenue,Enterprise,Order Transaction Request,Denmark
8.05886574,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,India
8.06350694,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Denmark
8.08576389,<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Afghanistan
8.11040509,<VL AOC E&E EA Core Processing>,Current Revenue,Enterprise,Order Transaction Request,United States
8.11118056,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Switzerland
8.11238426,<VL AOC E&E EA Core Processing>,Future Billing,Enterprise,Order Transaction Request,United States
8.11307870,<VL AOC E&E EA Core Processing>,Future Billing,Enterprise,Order Transaction Request,United States
8.11476852,<VL AOC E&E EA Core Processing>,Current Revenue,Enterprise,Order Transaction Request,Brazil
8.18670139,<VL AOC Broken Pending Notification>,Non-revenue,Enterprise,Order Transaction Request,United States
8.81165509,<VL LOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Argentina
8.90549769,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Netherlands
8.95750000,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Switzerland
8.96172454,<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Germany
9.00627315,<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,United Kingdom
9.13122685,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
9.14526620,<VL AOC E&E EA Core Processing>,Future Billing,Enterprise,Order Transaction Request,United States
9.31733796,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Switzerland
9.51607639,<VL AOC Broken Pending Notification>,Non-revenue,Enterprise,Order Transaction Request,United States
9.54827546,<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States
9.75037037,<VL AOC E&E EA Core Processing>,Current Revenue,Enterprise,Order Transaction Request,Costa Rica
9.90537037,<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States
9.92387731,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Finland
9.94081019,<VL AOC E&E EA Core Processing>,Current Revenue,Enterprise,Order Transaction Request,United States
9.94502315,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Sri Lanka
9.96673611,<VL AOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United States
10.13840278,<VL AOC Broken Pending Notification>,Revenue Unknown,Enterprise,Order Transaction Request,Canada
10.32105324,<VL AOC SMS&P Processing>,Non-revenue,Not Program Specific,Order Transaction Request,United States
10.67790509,<VL AOC SMS&P Processing>,Non-revenue,Not Program Specific,Order Transaction Request,United States
10.67989583,<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States
11.02627315,<VL AOC Broken Pending Notification>,Non-revenue,Enterprise,Order Transaction Request,Mexico
11.09089120,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
11.16563657,<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Process Licensing Agreement,United States
11.40118056,<VL AOC E&E EA Core Processing>,Current Revenue,Enterprise,Order Transaction Request,United States
11.46730324,<VL AOC E&E EA Core Processing>,Current Revenue,Enterprise,Order Transaction Request,Canada
11.70652778,<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States
11.90373843,<VL AOC E&E EA Core Processing>,Current Revenue,Enterprise,Order Transaction Request,United States
11.90501157,<VL AOC Broken Pending Notification>,Current Revenue,Enterprise,Order Transaction Request,Ecuador
11.98520833,<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Process Licensing Agreement,United States
12.01471065,<VL AOC E&E EA Core Processing>,Non-revenue,Enterprise,Order Transaction Request,United States
12.34353009,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Germany
12.63775463,<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,OLS Forms,Ireland
12.93847222,<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Jordan
13.01763889,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Switzerland
13.03077546,<VL APOC Enterprise>,Revenue Unknown,Enterprise,Order Transaction Request,Singapore
13.15077546,<VL AOC SMS&P Processing>,Non-revenue,Not Program Specific,Order Transaction Request,United States
13.44964120,<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,South Africa
13.68420139,<VL AOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,United States
13.90572917,<VL AOC E&E EA Core Processing>,Current Revenue,Enterprise,Order Transaction Request,United States
13.99474537,<VL AOC E&E Core Processing>,Current Revenue,Enterprise,Order Transaction Request,United States
14.05046296,<VL AOC E&E EA Core Processing>,Non-revenue,Enterprise,Order Transaction Request,United States
14.08387731,<VL AOC E&E EA Core Processing>,Current Revenue,Enterprise,Order Transaction Request,United States
14.17119213,<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States
14.18233796,<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Belgium
14.18880787,<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States
14.21765046,<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States
14.28031250,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
14.29783565,<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States
14.47381944,<VL AOC E&E Core Processing>,Non-revenue,Enterprise,Order Transaction Request,United States
14.79370370,<VL EOC Enterprise Orders and Adjustments>,Credit / Rebill,Enterprise,Order Transaction Request,France
14.79621528,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
15.06681713,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Austria
15.09899306,<VL AOC E&E EA Core Processing>,Current Revenue,SPLA,Order Transaction Request,United States
15.90893519,<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Turkey
17.06130787,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
17.16271991,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Sweden
17.56968750,<VL APOC Enterprise>,Revenue Unknown,Enterprise,Order Transaction Request,New Zealand
