Days,Queue,RevenuType,Program,Reason,CountryProcessed
1.149432870,<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Belgium
0.968865741,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Iceland
0.938726852,<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Portugal
1.141377315,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Austria
3.753958333,<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Romania
0.961979167,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Greece
1.825729167,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Turkey
0.162430556,<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Israel
0.123240741,<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Egypt
2.517523148,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Norway
0.572534722,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Turkey
0.198460648,<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Turkey
0.387233796,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Turkey
0.290775463,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Turkey
0.253923611,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Czech Republic
1.382569444,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
0.331944444,<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Portugal
0.173206019,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Finland
0.374988426,<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Sweden
1.846354167,<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Switzerland
0.877696759,<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Turkey
2.663634259,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Spain
0.407060185,<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Germany
0.413599537,<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Germany
0.405578704,<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,United Arab Emirates
0.124618056,<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Turkey
1.115856481,<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,South Africa
2.141817130,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Netherlands
0.129606481,<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Germany
0.273113426,<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Mozambique
0.386354167,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,France
1.106736111,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Sweden
0.316851852,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Russia
0.865601852,<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Switzerland
1.829375000,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
1.207141204,<VL EOC Enterprise Orders and Adjustments>,Credit / Rebill,Enterprise,Order Transaction Request,Russia
0.685185185,<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,United Kingdom
1.205486111,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Bahrain
0.300370370,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Italy
0.166539352,<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Netherlands
1.246828704,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Portugal
0.063935185,<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Egypt
0.145289352,<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Belgium
0.107164352,<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Russia
0.077500000,<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Belgium
0.246539352,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Portugal
0.877696759,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Turkey
0.245972222,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
1.146030093,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
1.083194444,<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Turkey
1.072905093,<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Turkey
0.262800926,<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Austria
0.926516204,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
0.719930556,<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Hungary
0.310185185,<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Italy
0.215937500,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Italy
0.276203704,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
0.237650463,<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Saudi Arabia
0.167210648,<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Egypt
0.119236111,<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Italy
5.880682870,<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Denmark
5.290277778,<VL EOC Enterprise Orders and Adjustments>,Revenue Impacting Case / Pending Revenue,Enterprise,Order Transaction Request,United Kingdom
3.870972222,<VL EOC L2 Query>,Current Revenue,Enterprise,Order Transaction Request,Germany
0.799618056,<VL EOC L2 Query>,Revenue Unknown,Enterprise,Order Transaction Request,Germany
1.008553241,<VL EOC L2 Query>,Revenue Unknown,Enterprise,Amend Licensing Agreement,United Kingdom
1.172407407,<VL EOC L2 Query>,Revenue Unknown,Enterprise,Order Transaction Request,Austria
0.236377315,<VL EOC Open Value>,Current Revenue,OV/OVS,Order Transaction Request,Greece
7.205358796,<VL EOC Open>,Non-revenue,Open License,Process Licensing Agreement,Italy
0.154884259,<VL EOC Open>,Current Revenue,Open License,Order Transaction Request,Russia
0.182523148,<VL EOC Open>,Current Revenue,Open License,Order Transaction Request,Russia
0.094768519,<VL EOC Open>,Current Revenue,Open License,Order Transaction Request,Russia
0.022534722,<VL EOC Open>,Current Revenue,Open License,Order Transaction Request,Russia
4.827245370,<VL EOC Ops In>,Revenue Unknown,Enterprise,Order Transaction Request,France
8.322453704,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Sweden
16.024872685,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Belgium
13.962789352,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,France
9.095173611,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
10.045451389,<VL EOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,France
14.783680556,<VL EOC Ops Out>,Credit / Rebill,Enterprise,Order Transaction Request,Portugal
9.977615741,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Portugal
7.995370370,<VL EOC Ops Out>,Revenue Unknown,Enterprise,OLS Forms,France
7.223321759,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Germany
2.025590278,<VL EOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Belgium
6.103738426,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Finland
9.089212963,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Greece
10.902372685,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Austria
9.774675926,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Italy
8.062002315,<VL EOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,South Africa
4.996805556,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Spain
8.982233796,<VL EOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,France
8.968796296,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,France
7.700671296,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Turkey
11.110497685,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
4.306273148,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
5.315509259,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,South Africa
5.012974537,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Finland
11.880925926,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,France
9.085277778,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,South Africa
6.090393519,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,France
5.105671296,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Belgium
3.921111111,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Switzerland
7.858530093,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Italy
8.053460648,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,France
9.717361111,<VL EOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Luxembourg
6.858703704,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,France
7.030520833,<VL EOC Ops Out>,Non-revenue,Enterprise,OLS Forms,Ireland
6.994212963,<VL EOC Ops Out>,Non-revenue,Enterprise,OLS Forms,Ireland
5.994259259,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Greece
5.140833333,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Belarus
4.060428241,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Sweden
6.213553241,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Sweden
6.038842593,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
3.052604167,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Sweden
6.049166667,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Pakistan
4.004351852,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Austria
4.114641204,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
4.102233796,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
5.808958333,<VL EOC Ops Out>,Future Billing,Enterprise,Order Transaction Request,Hungary
5.953773148,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Greece
5.932511574,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Greece
2.048321759,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
5.926620370,<VL EOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Israel
8.957326389,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,France
5.802476852,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Hungary
5.659305556,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Italy
4.198865741,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Saudi Arabia
2.339456019,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Arab Emirates
1.976516204,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Germany
1.956342593,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Norway
2.997245370,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
2.966550926,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Israel
2.984548611,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,South Africa
16.151585648,<VL EOC Ops Out>,Revenue Unknown,Enterprise,Order Transaction Request,Austria
14.058541667,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Germany
14.031493056,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Germany
7.285150463,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Belgium
6.989027778,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
9.032812500,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Austria
15.125185185,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Italy
9.957094907,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,France
7.193206019,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
7.861400463,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Czech Republic
7.018692130,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
12.994814815,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
11.925266204,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Austria
13.934641204,<VL EOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Netherlands
4.988333333,<VL EOC Ops Out>,Revenue Unknown,Enterprise,Order Transaction Request,France
6.132916667,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Israel
4.067511574,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Italy
5.013460648,<VL EOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,France
2.987337963,<VL EOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Romania
2.982800926,<VL EOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Romania
8.087141204,<VL EOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Romania
8.046793981,<VL EOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Romania
2.946458333,<VL EOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Romania
2.949409722,<VL EOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Romania
2.279305556,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Finland
3.237442130,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Czech Republic
2.210312500,<VL EOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Finland
5.909247685,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
6.801863426,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Italy
3.112986111,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Hungary
5.012430556,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,France
6.772627315,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Germany
4.857372685,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Netherlands
7.437245370,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Denmark
6.029108796,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Netherlands
2.133726852,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Finland
3.854942130,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Germany
5.728136574,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Belgium
1.963032407,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
5.132650463,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,South Africa
3.138564815,<VL EOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Iceland
5.017893519,<VL EOC Ops Out>,Future Billing,Enterprise,Order Transaction Request,Iceland
4.937395833,<VL EOC Ops Out>,Future Billing,Enterprise,Order Transaction Request,Denmark
3.822500000,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
4.702835648,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Netherlands
3.824988426,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Nigeria
3.163807870,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,France
6.128530093,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Israel
4.108622685,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Sweden
4.791967593,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Ghana
3.754606481,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Belgium
2.975891204,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
3.876597222,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
3.764733796,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Italy
3.741030093,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Luxembourg
6.912233796,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Portugal
5.253067130,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Sweden
4.895995370,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Germany
2.166053241,<VL EOC Ops Out>,Revenue Unknown,Enterprise,Order Transaction Request,Norway
2.652071759,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
6.307650463,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,France
9.212800926,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,South Africa
7.149386574,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Luxembourg
9.821712963,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Russia
13.014027778,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Spain
6.285902778,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Netherlands
8.246076389,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,France
6.026898148,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Spain
5.166550926,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Belgium
6.088275463,<VL EOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Sweden
5.994641204,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Netherlands
8.813171296,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Netherlands
5.094849537,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
5.107997685,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Qatar
7.732372685,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
5.320219907,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
12.174745370,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Greece
4.194305556,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Finland
8.977824074,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Germany
4.012581019,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Germany
6.709039352,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
9.039050926,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
1.861701389,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Portugal
2.202106481,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Austria
5.755972222,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Germany
7.082731481,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Ukraine
4.109872685,<VL EOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,United Kingdom
5.848761574,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Finland
3.769189815,<VL EOC Ops Out>,Revenue Unknown,Enterprise,Order Transaction Request,United Kingdom
3.043611111,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Belgium
2.034074074,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Netherlands
2.693125000,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
1.752870370,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Mauritius
1.913715278,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
1.027581019,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
8.119432870,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
15.184456019,<VL EOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Israel
10.762372685,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Italy
7.036377315,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Mauritius
14.829270833,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Belgium
6.196284722,<VL EOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Sweden
13.231770833,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Sweden
15.173240741,<VL EOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Netherlands
7.047453704,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Finland
1.947789352,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Sweden
6.906793981,<VL EOC Ops Out>,Revenue Unknown,Enterprise,OLS Forms,Ireland
6.353090278,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Norway
7.280787037,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,France
12.106226852,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Belgium
5.732557870,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Belgium
10.792187500,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Belgium
12.590648148,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Austria
6.941643519,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Russia
4.017453704,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Germany
10.884293981,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
5.004953704,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Denmark
7.894108796,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Belgium
4.685324074,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Italy
5.073252315,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Germany
4.016666667,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Turkey
9.117152778,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Finland
2.207337963,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Israel
3.004155093,<VL EOC Ops Out>,Revenue Unknown,Enterprise,Order Transaction Request,France
6.857337963,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,South Africa
2.262233796,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
5.100925926,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Pakistan
6.864224537,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Sweden
2.008356481,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
3.890891204,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,France
3.047268519,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
7.202581019,<VL EOC Ops Out>,Revenue Unknown,Enterprise,Order Transaction Request,France
5.901979167,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Latvia
3.081018519,<VL EOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Israel
3.995023148,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
3.806562500,<VL EOC Ops Out>,Revenue Unknown,Enterprise,Order Transaction Request,Israel
7.086134259,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Belgium
3.957094907,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Israel
5.927337963,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
3.618252315,<VL EOC Ops Out>,Revenue Unknown,Enterprise,Order Transaction Request,Netherlands
3.064537037,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
3.040011574,<VL EOC Ops Out>,Credit / Rebill,Enterprise,Order Transaction Request,Norway
6.113784722,<VL EOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Turkey
3.062407407,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Sweden
5.711354167,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,France
4.737662037,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Denmark
4.140000000,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Spain
5.940868056,<VL EOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Romania
2.329293981,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,South Africa
2.037395833,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,South Africa
2.319490741,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Arab Emirates
2.203946759,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Israel
2.154432870,<VL EOC Ops Out>,Future Billing,Enterprise,Order Transaction Request,United Kingdom
2.854039352,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
2.186296296,<VL EOC Ops Out>,Revenue Unknown,Enterprise,Order Transaction Request,Germany
1.853113426,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Romania
2.042766204,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Italy
2.807442130,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom
1.944548611,<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Czech Republic
0.821655093,<VL EOC Ops Out>,Revenue Unknown,Enterprise,Order Transaction Request,United Kingdom
